EVENT_ID,TIMESTAMP,LOCATION_LONG,LOCATION_LAT,CANONICAL_TAXONOMY,TAG_LOCAL_IDENTIFIER,ID_INDIVIDUAL_IDENTIFIER,STUDY_NAME,COUNTRY,POLYGON_8,POLYGON_6,T2M,RH2M,WS10M,PS,PRECTOTCORR,HIGH
1265,8/28/2009 2:21,-58.1348953,-23.360786,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b9d5fffff,86a864b9fffffff,-2.69,88.82,6.28,101.5,0.79,84
1266,8/28/2009 6:22,-58.1348762,-23.360168,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b9d5fffff,86a864b9fffffff,-2.69,88.82,6.28,101.5,0.79,84
1267,8/28/2009 10:22,-58.1300163,-23.350744,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b983fffff,86a864b9fffffff,-2.69,88.82,6.28,101.5,0.79,87
1268,8/28/2009 14:22,-58.1196441,-23.34727,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-2.69,88.82,6.28,101.5,0.79,88
1269,8/28/2009 23:22,-58.1195487,-23.347211,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-2.69,88.82,6.28,101.5,0.79,88
1270,8/29/2009 3:22,-58.1196098,-23.347188,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-1.04,89.39,12.7,100.76,2.91,88
1271,8/29/2009 7:22,-58.1341743,-23.357082,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b98bfffff,86a864b9fffffff,-1.04,89.39,12.7,100.76,2.91,86
1272,8/29/2009 11:22,-58.1223449,-23.351243,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-1.04,89.39,12.7,100.76,2.91,93
1273,8/29/2009 15:22,-58.1196556,-23.347297,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-1.04,89.39,12.7,100.76,2.91,88
1274,8/29/2009 19:22,-58.1198883,-23.34744,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-1.04,89.39,12.7,100.76,2.91,88
1275,8/29/2009 23:22,-58.1195678,-23.347162,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-1.04,89.39,12.7,100.76,2.91,88
1276,8/30/2009 3:22,-58.1193771,-23.34716,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-0.26,95.63,11.09,98.78,3.49,88
1277,8/30/2009 7:23,-58.1192932,-23.347118,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b987fffff,86a864b9fffffff,-0.26,95.63,11.09,98.78,3.49,88
1278,8/30/2009 22:23,-58.1563682,-23.347309,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8a7fffff,86a864b8fffffff,-0.26,95.63,11.09,98.78,3.49,89
1279,8/31/2009 2:23,-58.153244,-23.355777,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8adfffff,86a864b8fffffff,-1.41,91.41,9.8,97.88,1.36,88
1280,8/31/2009 6:23,-58.1795501,-23.365936,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-1.41,91.41,9.8,97.88,1.36,87
1281,8/31/2009 10:23,-58.159317,-23.343814,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8a7fffff,86a864b8fffffff,-1.41,91.41,9.8,97.88,1.36,92
1282,9/1/2009 0:23,-58.1612052,-23.338068,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864aa49fffff,86a864aa7ffffff,-1.43,92.16,7.31,96.98,3.04,91
1283,9/1/2009 4:23,-58.1615905,-23.338024,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864aa49fffff,86a864aa7ffffff,-1.43,92.16,7.31,96.98,3.04,91
1284,9/1/2009 8:23,-58.1623764,-23.337936,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864aa49fffff,86a864aa7ffffff,-1.43,92.16,7.31,96.98,3.04,92
1285,9/1/2009 12:24,-58.1637878,-23.350687,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8a1fffff,86a864b8fffffff,-1.43,92.16,7.31,96.98,3.04,91
1286,9/1/2009 16:24,-58.1777877,-23.358842,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b885fffff,86a864b8fffffff,-1.43,92.16,7.31,96.98,3.04,93
1287,9/2/2009 1:24,-58.1778221,-23.358839,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b885fffff,86a864b8fffffff,-2.48,90.61,5.6,97.37,1.39,93
1288,9/2/2009 5:24,-58.1633949,-23.3507,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8a1fffff,86a864b8fffffff,-2.48,90.61,5.6,97.37,1.39,91
1289,9/2/2009 9:24,-58.1628189,-23.338214,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864aa49fffff,86a864aa7ffffff,-2.48,90.61,5.6,97.37,1.39,91
1290,9/2/2009 18:24,-58.1780662,-23.356451,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b887fffff,86a864b8fffffff,-2.48,90.61,5.6,97.37,1.39,93
1291,9/2/2009 22:24,-58.1720237,-23.364154,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8e3fffff,86a864b8fffffff,-2.48,90.61,5.6,97.37,1.39,85
1292,9/3/2009 2:24,-58.1732635,-23.363096,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b885fffff,86a864b8fffffff,-4.54,78.7,6.28,98.2,0.2,89
1293,9/3/2009 6:24,-58.1749534,-23.365505,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-4.54,78.7,6.28,98.2,0.2,92
1294,9/3/2009 11:25,-58.1823272,-23.361089,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b881fffff,86a864b8fffffff,-4.54,78.7,6.28,98.2,0.2,85
1295,9/4/2009 6:25,-58.1838989,-23.367158,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b889fffff,86a864b8fffffff,-3.99,84.11,5.15,98.96,0.63,89
1296,9/4/2009 10:25,-58.1926918,-23.364027,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.99,84.11,5.15,98.96,0.63,91
1297,9/4/2009 15:25,-58.1926841,-23.36407,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.99,84.11,5.15,98.96,0.63,91
1298,9/4/2009 19:25,-58.1925544,-23.364475,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.99,84.11,5.15,98.96,0.63,90
1299,9/4/2009 23:25,-58.1925621,-23.364294,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.99,84.11,5.15,98.96,0.63,90
1300,9/5/2009 3:25,-58.1871948,-23.361951,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-6.45,86.18,6.89,101.34,0.28,88
1301,9/5/2009 7:25,-58.1830978,-23.359624,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b881fffff,86a864b8fffffff,-6.45,86.18,6.89,101.34,0.28,93
1302,9/5/2009 11:25,-58.1871986,-23.357379,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b883fffff,86a864b8fffffff,-6.45,86.18,6.89,101.34,0.28,89
1303,9/5/2009 15:26,-58.1931076,-23.363912,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-6.45,86.18,6.89,101.34,0.28,91
1304,9/5/2009 20:26,-58.1911125,-23.361305,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-6.45,86.18,6.89,101.34,0.28,92
1305,9/6/2009 0:26,-58.1920814,-23.363109,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-0.97,93.79,12.97,100.65,8.64,89
1306,9/6/2009 4:26,-58.1927871,-23.363086,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-0.97,93.79,12.97,100.65,8.64,90
1307,9/6/2009 8:26,-58.1924858,-23.362907,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-0.97,93.79,12.97,100.65,8.64,89
1308,9/6/2009 12:26,-58.1934471,-23.365043,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-0.97,93.79,12.97,100.65,8.64,89
1309,9/6/2009 21:26,-58.1956176,-23.364898,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-0.97,93.79,12.97,100.65,8.64,93
1310,9/7/2009 1:26,-58.1942749,-23.364852,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-0.68,89.78,11.93,99.38,7.15,92
1311,9/7/2009 5:26,-58.1910858,-23.363761,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-0.68,89.78,11.93,99.38,7.15,88
1312,9/7/2009 14:26,-58.1872329,-23.35778,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b881fffff,86a864b8fffffff,-0.68,89.78,11.93,99.38,7.15,89
1313,9/7/2009 18:27,-58.1873092,-23.357772,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-0.68,89.78,11.93,99.38,7.15,89
1314,9/7/2009 22:27,-58.1868362,-23.357759,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b881fffff,86a864b8fffffff,-0.68,89.78,11.93,99.38,7.15,89
1315,9/8/2009 2:27,-58.186882,-23.357753,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b881fffff,86a864b8fffffff,-4.54,83.9,11.31,99.72,1.65,89
1316,9/8/2009 6:27,-58.186901,-23.357759,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b881fffff,86a864b8fffffff,-4.54,83.9,11.31,99.72,1.65,89
1317,9/8/2009 10:27,-58.1735382,-23.363523,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b885fffff,86a864b8fffffff,-4.54,83.9,11.31,99.72,1.65,92
1318,9/8/2009 14:27,-58.1735267,-23.364824,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-4.54,83.9,11.31,99.72,1.65,91
1319,9/8/2009 18:27,-58.1736564,-23.364686,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-4.54,83.9,11.31,99.72,1.65,91
1320,9/8/2009 22:27,-58.1720733,-23.363872,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8e3fffff,86a864b8fffffff,-4.54,83.9,11.31,99.72,1.65,85
1321,9/9/2009 2:27,-58.1707839,-23.364839,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8e3fffff,86a864b8fffffff,-5.06,79.95,7.59,101.53,1.83,84
1322,9/9/2009 6:27,-58.1708106,-23.364841,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8e3fffff,86a864b8fffffff,-5.06,79.95,7.59,101.53,1.83,84
1323,9/9/2009 10:27,-58.173542,-23.364673,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-5.06,79.95,7.59,101.53,1.83,91
1324,9/9/2009 14:27,-58.1735725,-23.364788,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-5.06,79.95,7.59,101.53,1.83,91
1325,9/9/2009 18:27,-58.1736335,-23.364721,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-5.06,79.95,7.59,101.53,1.83,91
1326,9/9/2009 22:28,-58.1748847,-23.36466,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-5.06,79.95,7.59,101.53,1.83,93
1327,9/10/2009 2:28,-58.1736183,-23.364675,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-1.74,91.55,14.46,97.01,9.86,91
1328,9/10/2009 6:28,-58.1748847,-23.367092,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-1.74,91.55,14.46,97.01,9.86,91
1329,9/10/2009 10:28,-58.1741828,-23.365417,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-1.74,91.55,14.46,97.01,9.86,92
1330,9/10/2009 14:28,-58.1735916,-23.364717,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-1.74,91.55,14.46,97.01,9.86,91
1331,9/10/2009 19:28,-58.1743392,-23.365503,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-1.74,91.55,14.46,97.01,9.86,92
1332,9/10/2009 23:28,-58.1736602,-23.365926,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-1.74,91.55,14.46,97.01,9.86,91
1333,9/11/2009 3:28,-58.1748962,-23.367015,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-8.59,95.56,15.7,97.89,1.36,91
1334,9/11/2009 7:28,-58.1735343,-23.364686,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-8.59,95.56,15.7,97.89,1.36,91
1335,9/11/2009 11:28,-58.173664,-23.364652,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-8.59,95.56,15.7,97.89,1.36,91
1336,9/11/2009 15:28,-58.1735801,-23.364755,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-8.59,95.56,15.7,97.89,1.36,91
1337,9/11/2009 19:28,-58.1736793,-23.365756,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-8.59,95.56,15.7,97.89,1.36,91
1338,9/11/2009 23:29,-58.1737174,-23.365985,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-8.59,95.56,15.7,97.89,1.36,91
1339,9/12/2009 3:29,-58.173397,-23.368459,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-7.85,94.72,6.33,98.55,0.09,87
1340,9/12/2009 7:29,-58.1733741,-23.36849,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88dfffff,86a864b8fffffff,-7.85,94.72,6.33,98.55,0.09,87
1341,9/12/2009 11:29,-58.2069625,-23.370521,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d9fffff,86a864b8fffffff,-7.85,94.72,6.33,98.55,0.09,89
1342,9/12/2009 21:29,-58.2060394,-23.370376,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d1fffff,86a864b8fffffff,-7.85,94.72,6.33,98.55,0.09,88
1343,9/13/2009 1:29,-58.2061233,-23.370119,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d1fffff,86a864b8fffffff,-2.96,94.01,9.46,98,3.59,88
1344,9/13/2009 5:29,-58.2059707,-23.369955,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d1fffff,86a864b8fffffff,-2.96,94.01,9.46,98,3.59,87
1345,9/13/2009 9:29,-58.1870269,-23.366403,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b889fffff,86a864b8fffffff,-2.96,94.01,9.46,98,3.59,90
1346,9/13/2009 13:29,-58.1897506,-23.36622,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b889fffff,86a864b8fffffff,-2.96,94.01,9.46,98,3.59,91
1347,9/13/2009 17:29,-58.1859893,-23.366971,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b889fffff,86a864b8fffffff,-2.96,94.01,9.46,98,3.59,88
1348,9/13/2009 22:29,-58.1876487,-23.3668,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b889fffff,86a864b8fffffff,-2.96,94.01,9.46,98,3.59,92
1349,9/14/2009 2:30,-58.1874809,-23.366905,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b889fffff,86a864b8fffffff,-4.5,88.62,14.72,99.16,1.49,89
1350,9/14/2009 6:30,-58.1907501,-23.363912,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-4.5,88.62,14.72,99.16,1.49,90
1351,9/14/2009 10:30,-58.1922836,-23.362413,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-4.5,88.62,14.72,99.16,1.49,89
1352,9/15/2009 5:30,-58.1911392,-23.362955,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-5.6,87.25,5.49,101.27,0.25,87
1353,9/15/2009 9:30,-58.191204,-23.362936,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b88bfffff,86a864b8fffffff,-5.6,87.25,5.49,101.27,0.25,87
1354,9/15/2009 14:30,-58.1905403,-23.367015,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-5.6,87.25,5.49,101.27,0.25,92
1355,9/15/2009 18:30,-58.1906051,-23.366924,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-5.6,87.25,5.49,101.27,0.25,92
1356,9/15/2009 22:30,-58.1907768,-23.367418,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-5.6,87.25,5.49,101.27,0.25,92
1357,9/16/2009 2:31,-58.1907043,-23.368022,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.15,85.41,5.97,100.74,0.19,90
1358,9/16/2009 6:31,-58.1908378,-23.367767,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.15,85.41,5.97,100.74,0.19,90
1359,9/16/2009 10:31,-58.1908111,-23.367662,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.15,85.41,5.97,100.74,0.19,90
1360,9/16/2009 14:31,-58.1908187,-23.367721,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.15,85.41,5.97,100.74,0.19,90
1361,9/16/2009 18:31,-58.190834,-23.367681,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.15,85.41,5.97,100.74,0.19,90
1362,9/16/2009 22:31,-58.1908149,-23.367702,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-3.15,85.41,5.97,100.74,0.19,90
1363,9/17/2009 2:31,-58.1908226,-23.367637,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-1.14,91.49,9.75,99.74,1.41,90
1364,9/17/2009 6:31,-58.1908378,-23.367706,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-1.14,91.49,9.75,99.74,1.41,90
1365,9/17/2009 10:31,-58.1908607,-23.367652,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-1.14,91.49,9.75,99.74,1.41,90
1366,9/17/2009 14:31,-58.1908264,-23.367736,Panthera onca,356982,5,Humid Chaco,Paraguay,88a864b8d5fffff,86a864b8fffffff,-1.14,91.49,9.75,99.74,1.41,90
2350,7/16/2011 20:26,-58.092613,-23.26576,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a955fffff,86a864a97ffffff,0.45,92,11.3,98.61,2.18,88
2351,7/17/2011 2:27,-58.100595,-23.270652,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a959fffff,86a864a97ffffff,-4.48,88.36,8.4,98.78,1.01,93
2352,7/17/2011 5:26,-58.099716,-23.271618,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a959fffff,86a864a97ffffff,-4.48,88.36,8.4,98.78,1.01,87
2353,7/17/2011 8:26,-58.099072,-23.271157,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a959fffff,86a864a97ffffff,-4.48,88.36,8.4,98.78,1.01,86
2354,7/17/2011 11:27,-58.116388,-23.290447,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864ab17fffff,86a864ab7ffffff,-4.48,88.36,8.4,98.78,1.01,87
2355,7/17/2011 18:26,-58.126495,-23.294266,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864ab1bfffff,86a864ab7ffffff,-4.48,88.36,8.4,98.78,1.01,90
2356,7/17/2011 22:27,-58.163209,-23.313396,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa09fffff,86a864aa7ffffff,-4.48,88.36,8.4,98.78,1.01,86
2357,7/18/2011 4:26,-58.161643,-23.299245,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa39fffff,86a864aa7ffffff,-2.04,85.01,7.98,97.6,7.07,89
2358,7/18/2011 7:26,-58.162909,-23.291724,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa31fffff,86a864aa7ffffff,-2.04,85.01,7.98,97.6,7.07,88
2359,7/18/2011 10:26,-58.16293,-23.291724,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa31fffff,86a864aa7ffffff,-2.04,85.01,7.98,97.6,7.07,88
2360,7/18/2011 13:26,-58.159218,-23.293548,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa31fffff,86a864aa7ffffff,-2.04,85.01,7.98,97.6,7.07,87
2361,7/18/2011 16:26,-58.159196,-23.293537,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa31fffff,86a864aa7ffffff,-2.04,85.01,7.98,97.6,7.07,87
2362,7/18/2011 19:26,-58.159196,-23.293558,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa31fffff,86a864aa7ffffff,-2.04,85.01,7.98,97.6,7.07,87
2363,7/19/2011 5:26,-58.145528,-23.281521,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a84bfffff,86a864a87ffffff,-6.58,96.62,13.55,98.34,2.17,93
2364,7/19/2011 15:27,-58.145378,-23.281703,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a84bfffff,86a864a87ffffff,-6.58,96.62,13.55,98.34,2.17,92
2365,7/19/2011 18:26,-58.145163,-23.281649,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a84bfffff,86a864a87ffffff,-6.58,96.62,13.55,98.34,2.17,93
2366,7/20/2011 0:26,-58.145871,-23.296069,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa23fffff,86a864aa7ffffff,-5.17,92.85,8.95,100.23,2.29,92
2367,7/20/2011 3:27,-58.145399,-23.281767,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a84bfffff,86a864a87ffffff,-5.17,92.85,8.95,100.23,2.29,92
2368,7/21/2011 4:26,-58.155441,-23.29108,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa31fffff,86a864aa7ffffff,-0.37,88.04,8.9,100.81,0.69,88
2369,7/21/2011 7:26,-58.160999,-23.283387,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864aa33fffff,86a864aa7ffffff,-0.37,88.04,8.9,100.81,0.69,85
2370,7/21/2011 10:27,-58.145185,-23.281585,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a84bfffff,86a864a87ffffff,-0.37,88.04,8.9,100.81,0.69,93
2371,7/21/2011 14:26,-58.145399,-23.281928,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a84bfffff,86a864a87ffffff,-0.37,88.04,8.9,100.81,0.69,92
2372,7/21/2011 21:26,-58.145335,-23.281842,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a84bfffff,86a864a87ffffff,-0.37,88.04,8.9,100.81,0.69,92
2373,7/22/2011 6:26,-58.129199,-23.27827,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a845fffff,86a864a87ffffff,0.21,94.26,8.56,100.68,2.2,90
2374,7/22/2011 13:26,-58.126087,-23.293666,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864ab1bfffff,86a864ab7ffffff,0.21,94.26,8.56,100.68,2.2,91
2375,7/22/2011 16:26,-58.126087,-23.293751,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864ab1bfffff,86a864ab7ffffff,0.21,94.26,8.56,100.68,2.2,91
2376,7/22/2011 22:26,-58.129456,-23.274965,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a86bfffff,86a864a87ffffff,0.21,94.26,8.56,100.68,2.2,87
2377,7/23/2011 1:26,-58.146751,-23.272959,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a843fffff,86a864a87ffffff,0.28,95.48,9.02,99.29,2.92,86
2378,7/23/2011 10:27,-58.116345,-23.282669,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a86dfffff,86a864ab7ffffff,0.28,95.48,9.02,99.29,2.92,86
2379,7/23/2011 16:27,-58.104801,-23.27076,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a959fffff,86a864a97ffffff,0.28,95.48,9.02,99.29,2.92,89
2380,7/23/2011 19:26,-58.104265,-23.270202,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a959fffff,86a864a97ffffff,0.28,95.48,9.02,99.29,2.92,89
2381,7/24/2011 4:26,-58.098664,-23.265953,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a951fffff,86a864a97ffffff,-0.89,86.83,7.02,99.36,1.52,89
2382,7/24/2011 7:26,-58.086605,-23.259162,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a90bfffff,86a864a97ffffff,-0.89,86.83,7.02,99.36,1.52,92
2383,7/24/2011 10:26,-58.086627,-23.259194,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a90bfffff,86a864a97ffffff,-0.89,86.83,7.02,99.36,1.52,91
2384,7/24/2011 13:26,-58.086777,-23.259387,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a90bfffff,86a864a97ffffff,-0.89,86.83,7.02,99.36,1.52,90
2385,7/24/2011 16:26,-58.086627,-23.25929,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a90bfffff,86a864a97ffffff,-0.89,86.83,7.02,99.36,1.52,91
2386,7/24/2011 19:27,-58.070555,-23.259119,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a905fffff,86a864a97ffffff,-0.89,86.83,7.02,99.36,1.52,89
2387,7/25/2011 1:26,-58.069289,-23.250428,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-1.37,91.32,14.85,98.97,16.44,86
2388,7/25/2011 5:26,-58.069718,-23.249506,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-1.37,91.32,14.85,98.97,16.44,87
2389,7/25/2011 11:26,-58.065319,-23.248218,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-1.37,91.32,14.85,98.97,16.44,87
2390,7/25/2011 14:27,-58.064311,-23.248369,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-1.37,91.32,14.85,98.97,16.44,88
2391,7/25/2011 17:26,-58.063774,-23.248165,Panthera onca,50886,7,Humid Chaco,Paraguay,88a864a92bfffff,86a864a97ffffff,-1.37,91.32,14.85,98.97,16.44,88
